headline,date,time,description
London’s Hong Kong dreams,"May 4, 2016",6:01 am CET,
Belgium’s GDP growth dropped 0.1 percent because of attacks,"April 30, 2016",7:35 pm CET,
EU trade deal after Brexit would take more than 2 years: UK MPs,"April 26, 2016",2:44 pm CET,
Mario Monti: EU may well disintegrate,"April 24, 2016",9:00 am CET,
Trade backers hope for ‘watershed’ Obama visit,"April 23, 2016",6:28 am CET,
Safer under the bed: why Latvian politicians mistrust banks,"April 22, 2016",9:53 am CET,"MPs are declaring holding as much as €67,000 in cash."
3 messages from Draghi for ECB critics,"April 21, 2016",7:26 pm CET,The head of the European Central Bank forcefully answers the detractors of his policies.
Why Draghi will try to mend fences with Germany,"April 20, 2016",6:28 pm CET,"At the ECB’s latest monetary policy meeting, reviving inflation will be its main focus."
Dutch court overturns $50 billion Yukos arbitration ruling,"April 20, 2016",2:21 pm CET,Russia hopes the ruling will end similar cases around the world.
‘Panama is not a tax haven’ says its president,"April 20, 2016",9:35 am CET,Juan Carlos Varela says his country will introduce a new international tax transparency standard.
Emmanuel Macron: Blocking companies from adapting not the way to protect jobs,"April 18, 2016",8:37 pm CET,"The revitalization of the French economy depends on bringing those on the outside into the system and making the country’s economic model “more agile and flexible,” said Emmanuel …"
11 things you need to know about George Osborne’s Brexit warning,"April 18, 2016",3:15 pm CET,"‘You can’t have your cake and eat it,’ the UK chancellor warns the Leave camp."
George Osborne: Brexit would leave UK ‘permanently poorer’,"April 18, 2016",10:27 am CET,UK Treasury report on economic cost of Britain leaving EU will be published Monday.
Matteo Renzi proposes European ‘migration bonds’,"April 15, 2016",7:38 pm CET,Italian prime minister suggests common debt issuance to fund the response to the refugee crisis.
"Belgians paid most tax in 2015, says OECD","April 12, 2016",6:11 pm CET,"Single, childless workers in Belgium paid the most tax, those in Chile the least."
Why the Panama Papers might not lead to a tax crackdown,"April 12, 2016",5:32 am CET,"Massive leak has sparked a global uproar and calls for action, but concrete measures will be tricky."
Manuel Valls uses payouts to nip student movement,"April 11, 2016",5:54 pm CET,French prime minister makes the next move in the government’s ‘redistribution’ phase.
Christine Lagarde doubts progress with Greece possible,"April 4, 2016",11:03 am CET,"In letter to Alexis Tsipras, IMF chief says negotiations need to be based on ‘mutual trust.’"
IMF fears Brexit talk will prevent EU from helping Greece,"April 2, 2016",3:23 pm CET,WikiLeaks quotes two Fund officials discussing walking away from Greek bailout without a debt relief deal.
Britain’s unbending response to Tata Steel exposes a broken politics,"April 1, 2016",3:03 pm CET,Ignoring the human cost of the collapse fuels the sense that mainstream politics don’t work.
Britain faces ‘smaller economy’ if it bolts EU: report,"March 21, 2016",9:00 am CET,Report warns that Brexit would cause long-lasting economic damage
How Deutsche Börse and LSE plan to conquer the world,"March 16, 2016",3:40 pm CET,"Combining Europe’s two largest exchanges would create a continental champion, the two firms argue."
Manuel Valls all smiles as major union backs labor bill,"March 14, 2016",8:24 pm CET,"More protests still loom, but opposition to the bill is now split."
‘The last untapped treasure of European integration’,"March 11, 2016",5:30 am CET,The EIB is bigger than the World Bank — but Werner Hoyer has to remind its EU owners what it does.
Who read the ECB right,"March 10, 2016",8:51 pm CET,A balance sheet of analysts’ predictions on the central banks’ latest policy decisions.
5 takeaways on the ECB’s bigger bazooka,"March 10, 2016",8:01 pm CET,"From now on, the eurozone’s anti-crisis arsenal won’t rely on interest rates."
François Hollande prepares for next round in labor reform fight,"March 10, 2016",3:32 pm CET,"Despite protests, the French government shows no sign of backing down on the measures."
ECB takes rates deeper into negative territory,"March 10, 2016",1:48 pm CET,European Central Bank drops deposit rate to -0.4 percent and ups bond-buying to €80 billion a month.
German savings banks warn ECB on monetary ‘activism’,"March 8, 2016",9:38 pm CET,
EU ministers to push corporate tax avoidance rules,"March 8, 2016",3:12 pm CET,
Wolfgang Schäuble to Portugal: Listen to EU warnings,"March 7, 2016",7:03 pm CET,
The man Cameron is counting on to keep Britain in Europe,"March 4, 2016",5:37 am CET,
François Hollande’s season in hell,"March 4, 2016",5:32 am CET,
BusinessEurope warns of reform fatigue,"March 3, 2016",3:30 pm CET,
Not a misprint: Spanish business wants Socialist rule,"February 29, 2016",5:40 am CET,
G20 warns of Brexit,"February 27, 2016",12:57 pm CET,World’s leading finance ministers take up Osborne’s call to keep UK in Europe.
Commission highlights financial failings,"February 26, 2016",8:21 pm CET,The annual ‘country reports’ urge more decisive reforms to strengthen economic fundamentals.
City of London to launch Brexit campaign,"February 26, 2016",6:33 pm CET,New group aims to give voice to financial workers who want to ditch the EU.
HSBC says Brexit could wipe 20 percent off the pound,"February 24, 2016",1:17 pm CET,
Pound falls on Brexit fears,"February 22, 2016",4:48 pm CET,Sterling hit its lowest point against the US dollar since March 2009.
Ending Schengen could cost €1.4 trillion in next decade: study,"February 22, 2016",3:49 pm CET,‘Even in an optimistic scenario … growth would decline substantially.’
"Italy wants EU to spend more, Germany won’t like it","February 22, 2016",1:19 pm CET,The Renzi government argues for more aggressive European action to stimulate economic growth.
The right way to close Guantánamo,"February 22, 2016",12:42 pm CET,Obama can shutter the prison without taking on Congress. Here’s how.
Banks blindsided by former Bush official,"February 17, 2016",7:51 am CET,"‘The biggest banks are still too big to fail and continue to pose a significant, ongoing risk to our economy.’"
EU auditors: Greece reform task force should have done better,"February 16, 2016",1:10 pm CET,New report faults ‘weaknesses’ in Commission projects.
How strong should customer authentication be?,"February 16, 2016",10:12 am CET,"Ground-breaking legislative change is on the horizon for electronic payments. But a balance must be struck if we are to effectively manage risk, remove cost and improve trade, says Visa Europe."
IKEA’s tax arrangements under fire,"February 16, 2016",9:39 am CET,Moscovici said companies should pay taxes where they generate profits.
Draghi urges clarity in Brexit negotiations,"February 15, 2016",8:13 pm CET,European Central Bank President Mario Draghi told the European Parliament on Monday that “a less than clear framework for negotiations with the U.K. would have implications of …
France’s Sapin: UK won’t get any veto over euro,"February 12, 2016",6:59 pm CET,French Finance Minister Michel Sapin told Britain on Friday it should not expect a renegotiation of its membership of the EU to include any powers of veto …
Eurozone economy grew 0.3 percent in Q4 2015,"February 12, 2016",3:01 pm CET,
Eurogroup warns Portugal on budget,"February 11, 2016",6:20 pm CET,
Christine Lagarde set for second IMF term,"February 11, 2016",5:43 pm CET,US treasury secretary said she has done an ‘exceptional job.’
Matteo Renzi: Eurozone needs new policies more than new minister,"February 11, 2016",1:19 pm CET,Italian Prime Minister picks another fight with Germany.
"New Greek bailout, same as the old Greek bailout","February 11, 2016",5:30 am CET,Bad news for Europe: Greek debt is back on the agenda.
‘Eurozone needs a finance minister’,"February 10, 2016",7:01 pm CET,"As Rome seeks to set the EU agenda, its call for shared resources could annoy the Germans."
Italian finance minister warns of Brexit fallout,"February 10, 2016",6:44 pm CET,
IMF chief Lagarde warns Ukraine,"February 10, 2016",2:58 pm CET,Fund comments put Kiev on watch.
How France’s Emmanuel Macron lost the Uber war,"February 10, 2016",5:30 am CET,Economy minister fares poorly in taxi fight.
Commission to hand over tax documents to MEPs,"February 8, 2016",9:51 pm CET,
EU pushes for corporate tax disclosure,"February 8, 2016",2:43 pm CET,
"Refugee crisis will slow growth: German, French central bankers","February 8, 2016",1:54 pm CET,
Now they want to kiss all the bankers,"February 8, 2016",5:30 am CET,
Portugal’s budget clears EU hurdle,"February 5, 2016",5:48 pm CET,
Violence mars Greek general strike,"February 4, 2016",2:29 pm CET,
EU cuts eurozone growth forecast,"February 4, 2016",12:50 pm CET,
France’s Brexit gambit,"February 1, 2016",2:58 pm CET,Why those ‘red lines’ from Paris on London’s eurozone demands don’t mean very much.
Poland’s looming economic storm,"January 29, 2016",5:30 am CET,Europe should pay attention to the PiS-controlled government’s ill-advised economic policies.
Renzi makes Merkel an offer she can’t refuse,"January 29, 2016",5:30 am CET,Italy seeks flexibility on finances in exchange for an end to attacks on Germany.
Portugal’s Costa cruises into budget battle,"January 28, 2016",4:45 pm CET,Portugal’s PM defends economic plans under pressure from Brussels and the left.
Lagarde’s IMF future in trouble on home soil,"January 27, 2016",5:30 am CET,"Europe has rallied behind the embattled IMF director as she seeks second term. Paris, not so much."
Commission mismanaged bailouts: EU auditors,"January 26, 2016",2:22 pm CET,
