headline,url,description,date,sentiment,sentiment_score
PM’s decision to turn a blind eye undermines accountability and morale – MEA,https://maltabusinessweekly.com/pms-decision-to-turn-a-blind-eye-undermines-accountability-and-morale-mea/27496/,The Malta Employers’ Association considers the Prime Minister’s decision to allow Ministers Clayton Bartolo and Clint Camilleri to get away with their actions as a true slap in the face to governance and accountability. The phantom job given to Minister Bartolo’s wife was not the first of its...,2024-11-09T07:46:09+00:00,negative,0.8110213279724121
The Malta Chamber once again calls for stronger ethical standards in government appointments,https://maltabusinessweekly.com/the-malta-chamber-once-again-calls-for-stronger-ethical-standards-in-government-appointments/27494/,"The Malta Chamber of Commerce, Enterprise and Industry expresses deep concern over recent revelations regarding Government appointments that disregard both merit and the ethical principles expected of public office. There is a disturbing trend of leniency and disregard for standards, which...",2024-11-09T07:40:35+00:00,negative,0.9275460839271545
"Stocks and bitcoin jump after Trump’s victory. So do worries about inflation as Dow surges 1,300",https://maltabusinessweekly.com/stocks-and-bitcoin-jump-after-trumps-victory-so-do-worries-about-inflation-as-dow-surges-1300/27467/,"The U.S. stock market, Elon Musk’s Tesla, banks and bitcoin are all storming higher Wednesday as investors bet on what Donald Trump’s return to the White House will mean for the economy and world. Among the losers the market sees: solar-power companies and potentially anyone worried about higher...",2024-11-06T18:40:56+00:00,negative,0.6468073725700378
€10 million Farmers Market project in Ta’ Qali announced,https://maltabusinessweekly.com/e10-million-farmers-market-project-in-ta-qali-announced/27470/,"At a press conference with the theme Country of Quality, the Minister for Agriculture, Fisheries, and Animal Rights, Anton Refalo, announced details of a €10 million Farmers' Market project in Ta' Qali. Through this investment, approximately 14,000 square meters will be transformed into an open...",2024-11-06T01:44:00+00:00,neutral,0.6729025840759277
Amendments to regulations regarding electricity supply and electrical installations come into effect,https://maltabusinessweekly.com/amendments-to-regulations-regarding-electricity-supply-and-electrical-installations-come-into-effect/27398/,"Amendments to the Electrical Installations Regulations (EIR) and the Electricity Supply Connection and Provision Regulations (ECSR) have come into effect ""following extensive public consultation,"" the government said in a statement. ""These updates address recent developments in the energy sector...",2024-10-29T13:14:00+00:00,neutral,0.7209073901176453
Government expenditure on social services up €120m in first 9 months – NSO,https://maltabusinessweekly.com/government-expenditure-on-social-services-up-e120m-in-first-9-months-nso/27403/,"Between January and September 2024, Government outlay towards Social Security Benefits rose by €120.8 million in comparison to 2023, the NSO said Tuesday. Social Security Benefits Expenditure During the first three quarters of 2024, spending on Social Security Benefits totalled €1,101.6 million...",2024-10-29T05:20:00+00:00,positive,0.9419323205947876
"EY Malta’s 20th Attractiveness Survey: Rising cost of living, labour market strain worry investors",https://maltabusinessweekly.com/ey-maltas-20th-attractiveness-survey-rising-cost-of-living-labour-market-strain-worry-investors/27308/,"The rising cost of living and labour market strain are the main concerns highlighted by investors in the EY Malta's 20th attractiveness survey, the results of which were published Wednesday in a conference held at the Mediterranean Conference Centre. This annual study, which gathers insights...",2024-10-23T10:25:43+00:00,neutral,0.7909290790557861
Best Business Journal and Publisher 2024 for the Mediterranean region,https://maltabusinessweekly.com/best-business-journal-and-publisher-2024-for-the-mediterranean-region/27329/,"Dynamic Events Ltd announced that their flagship publication – the Malta Business Review, Malta’s premier independent business news and economic journal, under the direction of its award-winning journalist and editor-in-chief, Martin Vella, has recently won the acclaimed award accolade presented...",2024-10-23T01:14:00+00:00,positive,0.9176377058029175
"GWU issues its budget proposals, wants automatic enrollment of workers in unions",https://maltabusinessweekly.com/gwu-issues-its-budget-proposals-wants-automatic-enrollment-of-workers-in-unions/27302/,"The General Workers' Union (GWU) presented its proposals for the 2025 Budget, which, it said, advance its aim for a holistic national vision and plan for Malta. The proposals prioritize citizens' quality of life and cover various aspects concerning work and employment, governance, education...",2024-10-22T11:53:24+00:00,neutral,0.8664138913154602
France’s richest family shaking up soccer with planned purchase of second-tier Paris FC,https://maltabusinessweekly.com/frances-richest-family-shaking-up-soccer-with-planned-purchase-of-second-tier-paris-fc/27285/,"France’s richest family, the Arnaults of luxury empire LVMH, announced the planned purchase of second-division soccer club Paris FC on Thursday and ambitions to establish it in the top flight. It’s a major shakeup for soccer in France, putting vast wealth behind a potential challenger in the...",2024-10-19T18:39:31+00:00,neutral,0.6404536366462708
PwC Malta issues report on Malta’s ranking in the Global Real Estate Transparency Index,https://maltabusinessweekly.com/pwc-malta-issues-report-on-maltas-ranking-in-the-global-real-estate-transparency-index/27282/,"PwC Malta has recently issued its report focused on Malta’s ranking in the Jones Lang LaSalle (‘JLL’) Global Real Estate Transparency Index (‘GRETI’) revealing that Malta still ranked within the list of “Low Transparency” countries, lagging behind other European countries. Over the past few...",2024-10-18T08:26:15+00:00,positive,0.883722186088562
"Government launches process to define Malta Vision 2050, with strategic targets for 2035",https://maltabusinessweekly.com/government-launches-process-to-define-malta-vision-2050-with-strategic-targets-for-2035/27274/,"During today's Malta Council for Economic and Social Development (MCESD) meeting, the government announced the launch of a transformative initiative to define a comprehensive and forward-looking Vision for Malta 2050, which will set the country's strategic direction for the coming decades with a...",2024-10-17T12:57:16+00:00,positive,0.8337682485580444
Malta ‘intensifies’ calls to tackle surging energy prices,https://maltabusinessweekly.com/malta-intensifies-calls-to-tackle-surging-energy-prices/27233/,"""To safeguard competitiveness, we must address the rise in energy prices."" This was Malta's appeal during the Energy Ministers' Council meeting, a position reflected in the Draghi report on the European Union's competitiveness, the government said in a statement Wednesday. This subject was...",2024-10-16T09:23:27+00:00,neutral,0.8389522433280945
Offshore wind farm: Two sites identified as potential project location,https://maltabusinessweekly.com/offshore-wind-farm-two-sites-identified-as-potential-project-location/27225/,"Energy and Environment Minister Miriam Dalli has announced that two locations have been earmarked to be the potential single location to bring the country's offshore wind farm plans to life. While responding a parliamentary question tabled by PN's Rebekah Borg, Dalli said that after extensive...",2024-10-14T18:13:27+00:00,positive,0.599351167678833
Malta’s Startup Festival and Techxpo to kick off this Thursday,https://maltabusinessweekly.com/maltas-startup-festival-and-techxpo-to-kick-off-this-thursday/27216/,"Malta is set to host its 4th annual Startup Festival showcasing the island’s thriving startup ecosystem. Organized by Malta Enterprise, this year’s event has also joined forces with TechXpo coordinated by the Ministry for Economy. Techxpo will be a dedicated space for immersive experiences from...",2024-10-14T05:59:31+00:00,positive,0.7193412184715271
Malta Public Transport adds 25 buses to its fleet,https://maltabusinessweekly.com/malta-public-transport-adds-25-buses-to-its-fleet/27211/,"Malta Public Transport is adding 25 buses to its fleet, the company announced. The buses, which will enter service in the coming weeks, will extend MPT's fleet to 510 scheduled public transport vehicles. This is part of the company's ongoing efforts to improve public transport services and...",2024-10-11T19:38:00+00:00,positive,0.9001225829124451
Launching the fourth iteration of the Academy for Women Entrepreneurs in Malta,https://maltabusinessweekly.com/launching-the-fourth-iteration-of-the-academy-for-women-entrepreneurs-in-malta/27202/,"The US Embassy in Malta, in partnership with The Malta Chamber of Commerce, Enterprise and Industry (The Malta Chamber), launched the fourth iteration of the Academy for Women Entrepreneurs (AWE) program, welcoming over 30 inspiring women who applied for the US Department of State’s 2024 AWE...",2024-10-11T15:53:02+00:00,positive,0.7366480827331543
