headline,date,description,sentiment,sentiment_score
The Malta Chamber and PwC Malta renew gold collaboration agreement,2024-12-03 11:04:00,"The Malta Chamber of Commerce, Enterprise and Industry and PwC Malta have renewed their gold collaboration agreement, underscoring their commitment to fostering business community growth and...",positive,0.9473856091499329
The winners of the Malta International Business Awards 2024 announced,2024-12-03 10:59:00,"The highly anticipated Malta International Business Awards 2024 culminated in a prestigious gala dinner on 29 November at the Radisson BLU, Golden Sands, where Malta's top business leaders gathered to...",positive,0.739636242389679
KPMG in Malta unveil latest construction report at the Property Malta National Conference 2024,2024-12-03 10:58:00,"KPMG in Malta launched the 8th edition of the Construction Industry and Property Market report at the Building our Future | Property Malta National Conference 2024, on Tuesday 19 November...",neutral,0.9149070382118225
MFSA paves the way for the establishment and growth of Single Family Offices in Malta,2024-12-03 10:57:00,The Malta Financial Services Authority is seeking to facilitate the establishment of Single Family Offices in Malta through amendments carried out to its framework. These are structures that are most...,neutral,0.8740946650505066
BOV advises customers to stay alert this holiday season,2024-12-03 10:56:00,"With the shopping season reaching its peak as Christmas approaches, Bank of Valletta continues to advise customers to be aware of the increasing attempts by scammers to obtain sensitive and personal...",negative,0.7522653937339783
HSBC Malta Foundation champions sustainability during European Week for Waste Reduction,2024-12-03 10:17:00,"As part of the European Week for Waste Reduction (EWWR), HSBC Malta Foundation has undertaken five impactful initiatives to promote environmental responsibility and support the community. The...",positive,0.7900803685188293
Building a secure cyber future: MITA-NCC’s role in advancing cybersecurity,2024-12-01 08:00:00,"In its relentless pursuit of a secure cyber future, MITA through the National Coordination Centre MITA-NCC has been making significant progress in fulfilling its responsibilities assigned by the...",positive,0.9453198909759521
TradeMalta led a business mission to strengthening commercial and cultural ties with Japan,2024-11-29 18:53:00,"TradeMalta recently led a successful business mission to Japan, aimed at strengthening commercial and cultural ties between the two nations. The mission, organized between the 10 and 16 November,...",positive,0.8673936128616333
"Industry and University unite to drive a greener, congestion-free Malta",2024-11-29 18:51:00,"Mizzi Studio's Regenerative Multimodal Transport System has been honoured with the prestigious Kamra Tal-Periti (KTP) Architecture Vision Award, recognising its ground-breaking approach to addressing...",positive,0.9400694370269775
Atlas Insurance and Melita FC celebrate successful annual under-12 football festival,2024-11-29 10:37:00,"The fifth annual Atlas Under-12 Football Festival took place on the 23rd of November at the Melita FC Football Ground and Sports Complex in Pembroke, where young footballers enthusiastically...",neutral,0.7932347059249878
Zero emissions and COP29,2024-11-29 09:57:00,Have we learnt any lessons from Malta's full-scale participation at COP29? The topic hardly touched our media and it seems that for the general public emissions control is a thing that does not...,neutral,0.9031133651733398
BCRS Malta launches nationwide competition for students to name its mascot,2024-11-28 15:09:00,BCRS Malta is announcing the launch of a nationwide competition inviting students from across Malta to name the official mascot of the National Beverage Container Refund Scheme. This creative...,positive,0.5906039476394653
Digital Wallets vs. Crypto Wallets For Online Gaming In 2025,2024-11-28 12:00:00,Digital wallets and cryptocurrency wallets have transformed how people perform online payments on gaming platforms. These wallets each offer unique functionalities that meet user...,neutral,0.8681870102882385
PKF Malta welcomes PKF global's strengthened presence in North America,2024-11-27 15:14:00,"PKF Malta is pleased to share that PKF O'Connor Davies, a key member of the PKF Global network and one of USA's largest accounting, tax, and advisory practices, has entered a private equity...",neutral,0.5964242219924927
FM17: Over 700 delegates to shape the future of Malta’s financial services,2024-11-27 12:54:00,FinanceMalta has officially closed registrations for its 17th Annual Conference after surpassing expectations with over 700 delegates confirmed. This record turnout underscores the strong confidence...,negative,0.7425458431243896
Nestlé Malta to assume direct distribution of its Nestlè Purina pet food brands,2024-11-26 15:20:00,"Nestlé Malta is announcing that, as of January 2025, it will be directly managing the distribution of Nestlé Purina Pet Food brands in the Pet Shop channel which is currently being...",neutral,0.889569103717804
Dr Marina Matashova concludes insightful visit to Malta,2024-11-26 14:54:00,"Quad Central, Malta's premier next-generation office development, recently hosted Dr Marina Matashova, a globally renowned expert in sustainable urban planning, to celebrate its remarkable achievement...",positive,0.8374027013778687
AX Group wins Gold Award for Family Business of the Year at the Malta Business Awards,2024-11-24 15:13:00,"AX Group is proud to announce that it has been awarded the Gold Award for Family Business of the Year at the Malta Business Awards 2024, organised by the Malta Chamber of SMEs in collaboration with...",positive,0.9323155283927917
Hon Miriam Dalli maps out our energy future,2024-11-24 08:00:00,There has been a lot of comments about the effect of climate change following Minister Miriam Dalli's visit to Baku last week where she attended the COP 29. Can we honour our pledge to cut down on...,positive,0.5823297500610352
New public electric vehicle fast charging service launched in Floriana,2024-11-21 18:54:00,A new electric vehicle (EV) fast charging service has been launched at the Malta Public Transport e-bus charging depot in Floriana. Originally established in 2023 alongside the introduction of 30 new...,neutral,0.7478485107421875
The Alfred Mizzi Foundation celebrates 20th anniversary,2024-11-20 15:17:00,The Alfred Mizzi Foundation has donated more than €2 million to worthy causes over the past four years as well as entering into long-term commitments with several charitable...,positive,0.6766631007194519
BOV launches two EIF-guaranteed products to drive SME growth,2024-11-20 13:31:00,"Bank of Valletta, in collaboration with the European Investment Fund (EIF), has just launched two new attractive lending products aimed at local SMEs. The schemes are open to micro, small and...",neutral,0.6810949444770813
Atlas Insurance inaugurates GEO-INF facility at St Michael Foundation,2024-11-20 12:57:00,"Atlas Insurance and St Michael's Foundation inaugurated the GEO-INF Rainwater Recovery Project at the school's premises in San Gwann. This project is part of Atlas Insurance's ongoing efforts, through...",positive,0.6862143874168396
Visit Malta celebrates double win with awards from Wanderlust and Aspire,2024-11-20 12:46:00,"The Malta Tourism Authority (MTA) is thrilled to announce that Visit Malta has secured two prestigious UK awards, reinforcing its status as a top travel destination. Visit Malta was awarded Gold for...",positive,0.9507774710655212
Malta Stock Exchange celebrates excellence at Annual Awards Dinner 2024,2024-11-20 10:29:00,"The Malta Stock Exchange (MSE) hosted its prestigious Annual Awards Dinner 2024 at the Phoenicia Hotel on Friday, November 22. The event was very well attended with over 180 distinguished guests...",positive,0.7954689264297485
The HSBC Malta Foundation celebrates International Men’s Day,2024-11-20 10:07:00,"The HSBC Malta Foundation marked International Men's Day with an initiative dedicated to supporting vulnerable men across Malta and Gozo, reaffirming the bank's commitment to social responsibility and...",positive,0.8791517019271851
