headline,date,time,description,sentiment,sentiment_score
Political chaos unleashed by Brexit pounds markets for another day,"June 27, 2016",9:03 pm CET,US Treasury Secretary reassures public this isn’t the Lehman Brothers-induced global meltdown all over again.,negative,0.8301479816436768
5 takeaways on a possible Italian bank bailout,"June 27, 2016",3:32 pm CET,"Exploiting Brexit chaos, Renzi makes a big move to rescue domestic lenders without running afoul of Brussels.",neutral,0.8427025675773621
Osborne delays post-Brexit budget until after the fall,"June 27, 2016",8:45 am CET,,negative,0.6342566013336182
US markets swoon as economists see threat to America,"June 24, 2016",4:35 pm CET,,negative,0.8497175574302673
Slovaks will try to break the EU ‘integration’ taboo,"June 21, 2016",8:30 pm CET,,neutral,0.5872434377670288
Ireland wants Britain to remain … but would take its bankers after Brexit,"June 21, 2016",8:25 pm CET,,neutral,0.8959656357765198
European bankers to politicians: Save us from the Americans,"June 21, 2016",1:42 pm CET,,neutral,0.8741261959075928
Brexit – a business perspective,"June 20, 2016",3:09 pm CET,,neutral,0.8105646967887878
"London, Europe both lose if Brexit wins: Jonathan Hill","June 14, 2016",6:01 am CET,"Nine days before referendum, top British political figure in Brussels calls Brexit ‘bad’ for economy, financial stability and single market.",neutral,0.5424625277519226
UK house buyers offered Brexit escape clause,"June 13, 2016",1:58 pm CET,Prospective owners offered option to pull out of deals if Britain votes to leave EU.,neutral,0.4214501678943634
Inside the Podemos ‘electoral war machine’,"June 5, 2016",5:58 pm CET,Pablo Iglesias: ‘Doing politics for real is doing politics inside TV sets and in the newspapers.’,neutral,0.8715128898620605
Just enough Greek debt relief to keep IMF on board,"May 25, 2016",5:57 am CET,The Eurogroup deal is a messy compromise mostly aimed at playing for time.,positive,0.9178037643432617
Greek debt agreement reached,"May 25, 2016",3:46 am CET,Eurogroup to release €7.5 billion of bailout cash in June and more after the summer.,neutral,0.8250691294670105
Beer mega-merger gets Brussels’ seal of approval,"May 24, 2016",6:13 pm CET,AB Inbev and SAB Miller’s tie-up gets clearance subject to the sale of brands including Peroni and Pilsner Urquell in Europe.,positive,0.8287858366966248
Berlin resigns itself to Greek compromise,"May 23, 2016",5:30 am CET,IMF won’t play ball with Angela Merkel without debt relief for Athens.,neutral,0.53618323802948
UK Treasury: Brexit means ‘shock’ recession,"May 23, 2016",1:01 am CET,Britain would experience ‘an immediate and profound economic shock’ if it leaves the EU.,negative,0.575620710849762
George Osborne: Brexit will hit UK house prices hard,"May 20, 2016",11:00 pm CET,The Chancellor of Exchequer paints another nightmare scenario that would follow Britain’s withdrawal from the EU.,negative,0.9542390704154968
Dombrovskis: Turkey won’t be part of EU for next five years,"May 18, 2016",7:57 pm CET,"Turkey will not be a member of the European Union in five years’ time, said Valdis Dombrovskis, the European Commission vice-president for the euro and social dialogue. …",neutral,0.9202710390090942
Europe ducks hard call on budget rules,"May 18, 2016",6:05 pm CET,Commission’s decision to spare Madrid and Lisbon for breaching deficit ceilings is a byproduct of the EU’s fragile politics.,neutral,0.5759724378585815
"Commission spares Spain and Portugal on deficit, for now","May 18, 2016",1:02 pm CET,The European Commission has delayed its decision on potentially fining Spain and Portugal for exceeding the EU’s budget deficit limit of 3 percent of GDP. The college …,neutral,0.5346266627311707
Hedge fund titans lament: Central banks stole our mojo!,"May 17, 2016",6:06 pm CET,"Once seen as financial superheroes, billionaire money managers are struggling to decipher today’s central-bank driven markets.",negative,0.8924897313117981
IMF chief: Nothing positive for UK from Brexit,"May 13, 2016",3:45 pm CET,Economic consequences of leaving the EU will be either ‘bad or very bad.’,positive,0.7451323866844177
Bank of England’s alarm bells getting louder on Brexit,"May 12, 2016",6:18 pm CET,Governor Mark Carney says the uncertainty the UK economy faces is highest since the euro crisis.,negative,0.6163634061813354
"Attacks had ‘modest impact’ on economy, Belgian Central Bank chief says","May 12, 2016",5:55 pm CET,Brussels hotel and restaurant owners have complained about losses because of fewer tourists.,negative,0.6090357899665833
Iain Duncan Smith: UK Treasury has no long-term economic plan,"May 12, 2016",2:10 pm CET,The Brexit campaigner and former Tory leader says the Treasury has to be broken up.,neutral,0.8993783593177795
Spain and Portugal at risk of EU sanctions over national budgets,"May 11, 2016",9:52 pm CET,Both countries’ deficits have repeatedly exceeded the bloc’s limit of 3 percent of GDP.,negative,0.9067935347557068
Commission to sanction Madrid and Lisbon over national budgets: report,"May 11, 2016",3:13 pm CET,Both countries’ deficits exceed the EU’s limit of 3 percent of GDP.,neutral,0.9364814758300781
Eurogroup says Greek bailout deal closer,"May 9, 2016",7:42 pm CET,"After a special meeting of the Eurogroup to discuss the next phase of the Greek bailout in Brussels on Monday, ministers from the 19 eurozone countries said …",neutral,0.7032099962234497
Michael Gove: Staying in EU means losing economic autonomy,"May 8, 2016",12:47 pm CET,"EU is pushing for more control of banking regulation and taxes, says UK justice secretary.",negative,0.9469177722930908
Commission: Greece has ‘basically achieved’ required reforms,"May 8, 2016",12:44 pm CET,Jean-Claude Junker spoke ahead of Monday’s meeting of eurozone finance ministers.,positive,0.8873775601387024
IMF could pull out of Greece rescue plan: report,"May 7, 2016",9:52 am CET,"In a leaked letter, Christine Lagarde urges foreign lenders to agree on restructuring Greece’s runaway debt.",negative,0.5900202393531799
Poland’s finance minister tries to keep constitutional crisis under wraps,"May 5, 2016",2:35 pm CET,Amid growing worries that a political deadlock may affect the country’s credit rating.,neutral,0.4693498909473419
Ready to look after London’s economic interests,"May 4, 2016",3:11 pm CET,,neutral,0.8348656892776489
London’s Hong Kong dreams,"May 4, 2016",6:01 am CET,,neutral,0.8986036777496338
Belgium’s GDP growth dropped 0.1 percent because of attacks,"April 30, 2016",7:35 pm CET,,negative,0.9747093319892883
EU trade deal after Brexit would take more than 2 years: UK MPs,"April 26, 2016",2:44 pm CET,,neutral,0.845206618309021
Mario Monti: EU may well disintegrate,"April 24, 2016",9:00 am CET,,negative,0.6325147747993469
Trade backers hope for ‘watershed’ Obama visit,"April 23, 2016",6:28 am CET,,positive,0.6505544781684875
Safer under the bed: why Latvian politicians mistrust banks,"April 22, 2016",9:53 am CET,"MPs are declaring holding as much as €67,000 in cash.",neutral,0.7029941082000732
3 messages from Draghi for ECB critics,"April 21, 2016",7:26 pm CET,The head of the European Central Bank forcefully answers the detractors of his policies.,neutral,0.9108088612556458
Why Draghi will try to mend fences with Germany,"April 20, 2016",6:28 pm CET,"At the ECB’s latest monetary policy meeting, reviving inflation will be its main focus.",neutral,0.851980447769165
Dutch court overturns $50 billion Yukos arbitration ruling,"April 20, 2016",2:21 pm CET,Russia hopes the ruling will end similar cases around the world.,negative,0.9429106116294861
‘Panama is not a tax haven’ says its president,"April 20, 2016",9:35 am CET,Juan Carlos Varela says his country will introduce a new international tax transparency standard.,positive,0.5977757573127747
Emmanuel Macron: Blocking companies from adapting not the way to protect jobs,"April 18, 2016",8:37 pm CET,"The revitalization of the French economy depends on bringing those on the outside into the system and making the country’s economic model “more agile and flexible,” said Emmanuel …",neutral,0.7319355010986328
11 things you need to know about George Osborne’s Brexit warning,"April 18, 2016",3:15 pm CET,"‘You can’t have your cake and eat it,’ the UK chancellor warns the Leave camp.",neutral,0.9395599961280823
George Osborne: Brexit would leave UK ‘permanently poorer’,"April 18, 2016",10:27 am CET,UK Treasury report on economic cost of Britain leaving EU will be published Monday.,negative,0.9386873841285706
Matteo Renzi proposes European ‘migration bonds’,"April 15, 2016",7:38 pm CET,Italian prime minister suggests common debt issuance to fund the response to the refugee crisis.,neutral,0.8854503631591797
"Belgians paid most tax in 2015, says OECD","April 12, 2016",6:11 pm CET,"Single, childless workers in Belgium paid the most tax, those in Chile the least.",neutral,0.8546769618988037
Why the Panama Papers might not lead to a tax crackdown,"April 12, 2016",5:32 am CET,"Massive leak has sparked a global uproar and calls for action, but concrete measures will be tricky.",neutral,0.6471377015113831
Manuel Valls uses payouts to nip student movement,"April 11, 2016",5:54 pm CET,French prime minister makes the next move in the government’s ‘redistribution’ phase.,neutral,0.7159884572029114
Christine Lagarde doubts progress with Greece possible,"April 4, 2016",11:03 am CET,"In letter to Alexis Tsipras, IMF chief says negotiations need to be based on ‘mutual trust.’",negative,0.910470187664032
IMF fears Brexit talk will prevent EU from helping Greece,"April 2, 2016",3:23 pm CET,WikiLeaks quotes two Fund officials discussing walking away from Greek bailout without a debt relief deal.,negative,0.9408968091011047
Britain’s unbending response to Tata Steel exposes a broken politics,"April 1, 2016",3:03 pm CET,Ignoring the human cost of the collapse fuels the sense that mainstream politics don’t work.,negative,0.5769124627113342
Britain faces ‘smaller economy’ if it bolts EU: report,"March 21, 2016",9:00 am CET,Report warns that Brexit would cause long-lasting economic damage,neutral,0.718092143535614
How Deutsche Börse and LSE plan to conquer the world,"March 16, 2016",3:40 pm CET,"Combining Europe’s two largest exchanges would create a continental champion, the two firms argue.",neutral,0.9295722842216492
